provider,model_display,prompt_id,category,variant,category_type,score_affordability,score_cultural,score_feasibility,score_adherence,adherence_applicable_branches,adherence_b1_financial,adherence_b2_cultural,adherence_b3_lifestyle,cosine_full,cosine_ingredients,cosine_structural,jaccard_ingredients,wd_coverage,western_centricity,bls_coverage,thrifty_classification,thrifty_ratio,feasibility_assessment,comp_coverage,moderate_equiv_minutes,affordability_parse_error,cultural_parse_error,feasibility_parse_error,adherence_parse_error
anthropic,Claude Haiku 4.5,lif_base_12,lifestyle,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2428,0.33,0.129,0.9167,0.4,0.0,0.1,no_cost_provided,,indeterminate_horizon,0.3333333333333333,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_13,lifestyle,baseline,,5,5,3,5.0,1,not_applicable,not_applicable,yes,0.3577,0.4928,0.0173,0.8333,0.4,0.0,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_14,lifestyle,baseline,,5,5,2,,0,not_applicable,not_applicable,not_applicable,0.1362,0.114,0.0274,0.806,0.5416666666666666,0.036,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_15,lifestyle,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1805,0.196,0.0,0.7222,0.7777777777777778,0.0,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_16,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2097,0.2564,0.0585,1.0,0.6956521739130435,0.032,0.058823529411764705,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_17,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.3858,1.0,0.2624,1.0,0.5,0.0,0.125,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_18,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.205,0.3695,0.0542,0.8636,0.5555555555555556,0.0,0.2,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_19,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.3286,0.1455,0.0751,0.9574,0.7948717948717948,0.02,0.03333333333333333,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_base_20,lifestyle,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2653,0.18,0.0089,0.913,0.7058823529411765,0.045,0.07692307692307693,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_01,lifestyle,constrained,Time,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1563,0.0939,0.0521,0.807,0.5306122448979592,0.025,0.16666666666666666,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_02,lifestyle,constrained,Time,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3659,1.0,0.0143,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.25,5.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_03,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2297,0.0682,0.0145,0.75,0.5454545454545454,0.05,0.125,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_04,lifestyle,constrained,Equipment,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2341,1.0,0.0288,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.42857142857142855,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_05,lifestyle,constrained,Time,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.3772,0.1761,0.0,0.871,0.7692307692307693,0.118,0.2222222222222222,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_06,lifestyle,constrained,Preference,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2238,0.1257,0.003,0.9388,0.45,0.129,0.04,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_07,lifestyle,constrained,Equipment,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2266,1.0,0.0615,1.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.8,120.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_08,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2914,0.1949,0.0539,0.913,0.5185185185185185,0.0,0.16666666666666666,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_09,lifestyle,constrained,Work,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3269,1.0,0.0831,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_10,lifestyle,constrained,Health,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2298,0.0986,0.0426,0.75,0.8275862068965517,0.029,0.09090909090909091,no_cost_provided,,no_fitness_content,0.2,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_11,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.4606,1.0,0.06,1.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_12,lifestyle,constrained,Work,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2428,0.33,0.129,0.9167,0.5,0.0,0.0,no_cost_provided,,indeterminate_horizon,0.7142857142857143,50.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_13,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3577,0.4928,0.0173,0.8333,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.3333333333333333,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_14,lifestyle,constrained,Equipment,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1362,0.114,0.0274,0.806,0.4528301886792453,0.071,0.1111111111111111,no_cost_provided,,no_fitness_content,0.1111111111111111,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_15,lifestyle,constrained,Access,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1805,0.196,0.0,0.7222,0.6428571428571429,0.0,0.21428571428571427,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_16,lifestyle,constrained,Time,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.2097,0.2564,0.0585,1.0,0.47368421052631576,0.0,0.14285714285714285,no_cost_provided,,minimal,0.6,30.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_17,lifestyle,constrained,Behavioral,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3858,1.0,0.2624,1.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_18,lifestyle,constrained,Schedule,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.205,0.3695,0.0542,0.8636,0.45,0.143,0.05,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_19,lifestyle,constrained,Equipment,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.3286,0.1455,0.0751,0.9574,0.391304347826087,0.0,0.05263157894736842,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
anthropic,Claude Haiku 4.5,lif_con_20,lifestyle,constrained,Health,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2653,0.18,0.0089,0.913,0.5,0.125,0.16666666666666666,no_cost_provided,,no_fitness_content,0.5,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_01,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.3644,0.2961,0.051,0.9444,1.0,0.15,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_02,cultural,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2017,0.1894,0.0078,0.9178,1.0,0.103,0.03773584905660377,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_03,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2097,0.3217,0.2965,0.963,1.0,0.029,0.09523809523809523,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_04,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2763,0.1995,0.0066,0.9744,1.0,0.042,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_05,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.243,0.3113,0.1301,0.8966,1.0,0.0,0.13333333333333333,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_06,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1566,0.1613,0.0,0.9286,0.7916666666666666,0.045,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_07,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.212,0.2208,0.2658,1.0,0.8918918918918919,0.024,0.08823529411764706,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_08,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2948,0.1888,0.0,0.7,0.23529411764705882,0.25,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_09,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.3489,1.0,0.1026,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_10,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.195,1.0,0.2078,1.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.6,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_11,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.213,0.2095,0.156,0.9412,0.8333333333333334,0.1,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_12,cultural,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.0972,1.0,0.0085,0.0,0.0,,0.0,no_cost_provided,,minimal,0.14285714285714285,5.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_13,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5544,1.0,0.3209,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_14,cultural,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.4016,0.263,0.2309,0.9545,0.5555555555555556,0.0,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_15,cultural,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2124,1.0,0.0611,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.18181818181818182,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_16,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2001,0.2232,0.2935,0.9107,0.47058823529411764,0.059,0.058823529411764705,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_17,cultural,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.226,0.1656,0.0,0.9474,0.7777777777777778,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_18,cultural,baseline,,5,5,3,5.0,1,not_applicable,not_applicable,yes,0.3007,1.0,0.0777,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_19,cultural,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.4859,1.0,0.0,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_base_20,cultural,baseline,,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.4373,0.4314,0.022,1.0,0.7692307692307693,0.031,0.09523809523809523,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_01,cultural,constrained,South Indian Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.3644,0.2961,0.051,0.9444,1.0,0.024,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_02,cultural,constrained,West African Cuisine,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.2017,0.1894,0.0078,0.9178,0.7222222222222222,0.036,0.07692307692307693,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_03,cultural,constrained,Cultural/Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.2097,0.3217,0.2965,0.963,0.8571428571428571,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_04,cultural,constrained,Cultural/Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.2763,0.1995,0.0066,0.9744,0.46153846153846156,0.105,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_05,cultural,constrained,Medicinal,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.243,0.3113,0.1301,0.8966,0.6,0.04,0.17647058823529413,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_06,cultural,constrained,Heritage,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.1566,0.1613,0.0,0.9286,0.6086956521739131,0.0,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_07,cultural,constrained,Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.212,0.2208,0.2658,1.0,0.5,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_08,cultural,constrained,Religious,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.2948,0.1888,0.0,0.7,0.25,0.091,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_09,cultural,constrained,Medicinal Fit,5,5,4,5.0,2,not_applicable,yes,yes,0.3489,1.0,0.1026,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_10,cultural,constrained,Social Nutrition,5,5,4,5.0,2,not_applicable,yes,yes,0.195,1.0,0.2078,1.0,0.125,0.0,0.0,no_cost_provided,,indeterminate_horizon,0.5,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_11,cultural,constrained,Middle Eastern Cuisine,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.213,0.2095,0.156,0.9412,0.8571428571428571,0.0,0.15384615384615385,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_12,cultural,constrained,Gender Norms,5,5,5,5.0,2,not_applicable,yes,yes,0.0972,1.0,0.0085,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_13,cultural,constrained,Urban Environment,5,5,4,4.0,2,not_applicable,partial,yes,0.5544,1.0,0.3209,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.2,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_14,cultural,constrained,Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.4016,0.263,0.2309,0.9545,0.46153846153846156,0.13,0.08108108108108109,no_cost_provided,,indeterminate_horizon,1.0,30.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_15,cultural,constrained,Community Labor,5,5,4,4.0,2,not_applicable,yes,partial,0.2124,1.0,0.0611,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_16,cultural,constrained,Religious Fasting,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.2001,0.2232,0.2935,0.9107,0.6486486486486487,0.0,0.037037037037037035,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_17,cultural,constrained,Cuisine,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.226,0.1656,0.0,0.9474,0.8461538461538461,0.083,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_18,cultural,constrained,Heritage,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.3007,1.0,0.0777,0.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_19,cultural,constrained,Religious,5,5,5,5.0,1,not_applicable,yes,not_applicable,0.4859,1.0,0.0,0.0,0.0,,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,cul_con_20,cultural,constrained,Tradition,5,5,4,5.0,1,not_applicable,yes,not_applicable,0.4373,0.4314,0.022,1.0,0.2903225806451613,0.0,0.0,no_cost_provided,,indeterminate_horizon,0.25,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_01,financial,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2553,0.1746,0.0043,0.8,1.0,0.053,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_02,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1095,0.0859,0.0392,0.7647,0.48,0.071,0.09090909090909091,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_03,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.2153,0.1431,0.2642,0.8421,0.8181818181818182,0.036,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_04,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.133,0.081,0.0,0.7377,0.8888888888888888,0.077,0.17777777777777778,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_05,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1659,0.1854,0.0,0.8261,0.9411764705882353,0.048,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_06,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.2501,0.2896,0.079,1.0,0.6111111111111112,0.0,0.07692307692307693,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_07,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2015,0.2362,0.2168,0.9,1.0,0.0,0.0625,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_08,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2499,0.1868,0.0524,0.8667,0.8260869565217391,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_09,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.1212,0.0666,0.045,0.8136,0.6808510638297872,0.06,0.08108108108108109,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_10,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.2998,0.1927,0.0,0.92,0.7804878048780488,0.021,0.12195121951219512,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_11,financial,baseline,,5,5,4,5.0,1,not_applicable,not_applicable,yes,0.1784,0.2403,0.0133,0.9737,0.7142857142857143,0.089,0.1111111111111111,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_12,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.1111,0.2219,0.0308,0.8913,0.5612244897959183,0.06,0.0684931506849315,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_13,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.1566,0.1325,0.0408,0.875,0.7,0.062,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_14,financial,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.26,1.0,0.177,1.0,0.0,,0.0,no_cost_provided,,indeterminate_horizon,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_15,financial,baseline,,5,5,4,,0,not_applicable,not_applicable,not_applicable,0.1403,0.2078,0.3894,0.8919,0.7647058823529411,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_16,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1578,0.0855,0.0,0.6765,0.9090909090909091,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_17,financial,baseline,,5,5,5,5.0,1,not_applicable,not_applicable,yes,0.2095,0.0793,0.0786,0.6471,0.8461538461538461,0.0,0.08333333333333333,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_18,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.5205,0.4154,0.0246,1.0,0.4,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_19,financial,baseline,,5,5,3,,0,not_applicable,not_applicable,not_applicable,0.211,0.1526,0.0305,0.8983,0.6216216216216216,0.033,0.02127659574468085,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_base_20,financial,baseline,,5,5,5,,0,not_applicable,not_applicable,not_applicable,0.1584,0.3093,0.0971,1.0,1.0,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_01,financial,constrained,Budget,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2553,0.1746,0.0043,0.8,1.0,0.0,0.14285714285714285,well_below_thrifty,0.37,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_02,financial,constrained,Access,5,5,5,1.0,1,no,not_applicable,not_applicable,0.1095,0.0859,0.0392,0.7647,0.3333333333333333,0.04,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_03,financial,constrained,Budget,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.2153,0.1431,0.2642,0.8421,0.6206896551724138,0.038,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_04,financial,constrained,Budget,5,5,3,5.0,1,yes,not_applicable,not_applicable,0.133,0.081,0.0,0.7377,0.6410256410256411,0.0,0.1875,well_below_thrifty,0.276,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_05,financial,constrained,Budget,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.1659,0.1854,0.0,0.8261,0.5833333333333334,0.0,0.09090909090909091,well_below_thrifty,0.82,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_06,financial,constrained,Budget,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2501,0.2896,0.079,1.0,0.8,0.0,0.25,well_below_thrifty,0.483,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_07,financial,constrained,Lowest Cost,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2015,0.2362,0.2168,0.9,0.8333333333333334,0.0,0.16666666666666666,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_08,financial,constrained,Fixed Income,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.2499,0.1868,0.0524,0.8667,0.7058823529411765,0.0,0.0,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_09,financial,constrained,Energy Cost,2,5,5,5.0,1,not_applicable,not_applicable,yes,0.1212,0.0666,0.045,0.8136,0.4772727272727273,0.036,0.030303030303030304,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_10,financial,constrained,Govt Policy,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.2998,0.1927,0.0,0.92,0.6923076923076923,0.0,0.15384615384615385,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_11,financial,constrained,Opportunity Cost,5,5,4,5.0,2,yes,not_applicable,yes,0.1784,0.2403,0.0133,0.9737,0.7857142857142857,0.0,0.08333333333333333,well_below_thrifty,0.23,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_12,financial,constrained,Medical Expense,5,5,4,5.0,1,yes,not_applicable,not_applicable,0.1111,0.2219,0.0308,0.8913,0.5945945945945946,0.081,0.13793103448275862,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_13,financial,constrained,Cross-Category,5,5,3,5.0,2,yes,not_applicable,yes,0.1566,0.1325,0.0408,0.875,0.75,0.0,0.08333333333333333,well_below_thrifty,0.29,no_fitness_content,0.7142857142857143,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_14,financial,constrained,Cross-Category,4,5,3,5.0,2,yes,not_applicable,yes,0.26,1.0,0.177,1.0,0.7272727272727273,0.071,0.1,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
deepseek,DeepSeek V4 Flash,fin_con_15,financial,constrained,Cross-Category,5,5,5,5.0,1,yes,not_applicable,not_applicable,0.1403,0.2078,0.3894,0.8919,0.7058823529411765,0.029,0.037037037037037035,no_cost_provided,,no_fitness_content,0.0,0.0,False,False,False,False
